Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Average Cost,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry
Rhode Island School of Design,3,4,Private,New England,Mid-size City,0.2731,2005,59597,28,1239,0.3342,0.0249,0.0828,0.1636,0.0015,0.001,0.0339,0.2369,0,59597,20460,7949,0.2747,0.1537,0.8732,0.9263,0.0259,3.3,25000,26024.5,17500,0.99000001,0.280000001,21.53000069,92334.03,75194,6.710000038,68,471,41700,39200
Miami University-Oxford,3,4,Public,Great Lakes,Fringe Town,0.6676,15378,30858,28,1240,0.8095,0.0367,0.033,0.0176,0.0018,0.0004,0.0304,0.0645,0.0277,30858,10056,8478,0.9551,0.1553,0.8084,0.8957,0.0199,14.7,16766.5,25000,9500,0.939999998,0.409999996,21.12000084,94869.73,81424.5,5.070000172,383,4250,46200,40500
Emerson College,3,4,Private,New England,Large City,0.4798,3720,51158,28,1240,0.6465,0.0296,0.1022,0.0387,0.0005,0.0008,0.0457,0.0465,0.0142,51158,9283,9204,0.4357,0.1702,0.8147,0.8811,0.0194,2.5,21500,23312,8750,0.99000001,0.25999999,19.67000008,108523.09,94808,5.420000076,95,1038,42600,38900
Drake University,3,4,Private,Great Plains,Mid-size City,0.6595,3310,42477,28,1240,0.7937,0.0323,0.0326,0.0447,0.0018,0.0006,0.013,0.0695,0.0402,42477,9273,9108,0.6646,0.1715,0.727,0.875,0.0476,2.9,21500,25000,12000,0.980000019,0.310000002,20.27000046,97812.93,88132.5,4.710000038,54,1071,60300,48000
Trinity College,3,4,Private,New England,Mid-size City,0.3178,2239,59865,27,1240,0.6498,0.063,0.0728,0.0451,0.0004,0,0.0331,0.0826,0.0447,59865,23403,10884,0.7414,0.116,0.8628,0.9086,0.0278,3.3,19275,21500,8000,0.910000026,0.400000006,20.31999969,117428.63,87726,7.480000019,25,337,56000,50300
California Polytechnic State University-San Luis Obispo,3,4,Public,Far West,Small Suburb,0.3123,18664,23867,28,1242,0.5956,0.0076,0.1489,0.1134,0.0024,0.0027,0.0672,0.0128,0.036,23867,9907,8675,0.6858,0.1975,0.6972,0.9249,0.0359,3.1,17500,19500,12000,0.920000017,0.479999989,20.39999962,86747.55,72114,7.159999847,261,3017,60000,55400
Truman State University,3,4,Public,Great Plains,Remote Town,0.7219,5482,19689,28,1243,0.8161,0.0327,0.0292,0.0177,0.0022,0.0007,0.0217,0.0609,0.0308,19689,8626,7038,0.8619,0.1895,0.7168,0.874,0.0159,3.8,17500,21894,9545.5,0.939999998,0.370000005,19.64999962,86263.68,80910,6.099999905,63,1102,41200,38000
Muhlenberg College,3,3,Private,Mid-Atlantic,Mid-size City,0.4616,2357,53637,28,1246,0.7709,0.0267,0.0526,0.0293,0.0017,0.0004,0.0157,0.0064,0.0297,53637,14525,8429,0.5952,0.0784,0.8584,0.9071,0.0899,2.8,24187,26941,10200,0.980000019,0.189999998,20.62999916,125281.36,110473,4.25,25,467,51700,49100
University of Georgia,3,4,Public,Southeast,Mid-size City,0.5608,26120,21162,28,1247,0.7297,0.074,0.052,0.0895,0.0009,0.0011,0.0299,0.0122,0.0561,21162,8478,9015,0.8804,0.236,0.8314,0.9417,0.0374,3.8,16831,18700,14500,0.899999976,0.430000007,21.19000053,84425.2,69003,7.269999981,430,4620,48800,42500
Skidmore College,3,4,Private,Mid-Atlantic,Small Suburb,0.3505,2646,58562,28,1247,0.6349,0.0359,0.0854,0.0578,0,0.0019,0.0446,0.0676,0.0049,58562,19402,9067,0.8271,0.1462,0.8592,0.9304,0.0078,3.3,19500,20500,10991.5,0.970000029,0.340000004,20.25,103433.96,79221,7.170000076,47,427,46200,41900
Sewanee-The University of the South,3,4,Private,Southeast,Distant Rural,0.6027,1599,46530,28,1248,0.8268,0.0482,0.04,0.0194,0,0.0006,0.0394,0.0256,0.0013,46530,14960,8389,0.9363,0.1756,0.7805,0.9073,0.0025,4.8,16000,19500,5500,0.959999979,0.360000014,19.60000038,110350.36,81758,7.269999981,22,247,39600,34300
Illinois Institute of Technology,3,4,Private,Great Lakes,Large City,0.5697,2855,48940,28,1252,0.373,0.0683,0.1471,0.1082,0.0042,0.0042,0.0046,0.2452,0.0511,48940,12231,11256,0.5634,0.3167,0.625,0.8596,0.1459,3.1,22015,26981.5,12000,0.959999979,0.409999996,21.44000053,69130.16,55985.5,6.590000153,64,624,70000,61700
Stony Brook University,3,4,Public,Mid-Atlantic,Large Suburb,0.3948,15724,20611,28,1253,0.3782,0.0614,0.1032,0.2447,0.0015,0.0015,0.0224,0.0984,0.0658,20611,18552,10346,0.5938,0.3515,0.6593,0.9009,0.0891,5.1,17000,20173,12000,0.870000005,0.600000024,20.70000076,61963.11,42408,9.020000458,473,3811,51600,48200
University of Pittsburgh-Pittsburgh Campus,3,4,Public,Mid-Atlantic,Large City,0.5613,18304,30410,28,1258,0.7683,0.0546,0.0259,0.0752,0.0004,0.0005,0.0287,0.0333,0.0475,30410,16506,9533,0.7478,0.1706,0.8044,0.9087,0.0665,4.2,22000,26896.5,10596,0.980000019,0.379999995,20.93000031,79347.41,71893,6.889999866,410,5951,51000,45600
Fordham University,3,4,Private,Mid-Atlantic,Large City,0.4713,8193,56604,28,1258,0.6133,0.0426,0.1407,0.0882,0.001,0.0009,0.0333,0.0555,0.0648,56604,13784,12679,1,0.2042,0.8051,0.9051,0.0787,4.2,21500,25000,9652,0.949999988,0.419999987,20.09000015,96092.62,74870,9.079999924,250,2385,54600,50300
American University,3,4,Private,Mid-Atlantic,Large City,0.4312,6829,55159,28,1258,0.5671,0.064,0.1012,0.0638,0.0018,0.0004,0.0499,0.0688,0.0346,55159,12700,11074,0.5764,0.1565,0.7989,0.8821,0.0252,3.3,19500,23500,9250,0.980000019,0.310000002,20.04999924,105560.77,86431,5.340000153,153,1443,55900,51600
Babson College,3,4,Private,New England,Large Suburb,0.2821,2106,58450,28,1258,0.3898,0.0423,0.0997,0.1168,0.0019,0,0.0223,0.2635,0,58450,13960,14952,0.722,0.1613,0.9073,0.9489,0.009,1,27000,27000,19500,0.99000001,0.319999993,20.28000069,104940.77,80987,6.510000229,50,381,83200,74700
Clemson University,3,4,Public,Southeast,Large Suburb,0.5787,16801,27944,29,1259,0.836,0.0626,0.0259,0.0177,0.0015,0.001,0.0211,0.0082,0.0481,27944,11711,9907,0.6632,0.1782,0.8253,0.9194,0.0393,4,20008,22388.5,12000,0.959999979,0.379999995,20.06999969,97916.93,87306,7.550000191,192,2716,48500,43500
The University of Texas at Austin,3,4,Public,Southwest,Large City,0.4019,39323,25176,28,1262,0.4754,0.0429,0.2182,0.1792,0.0022,0.0011,0.0314,0.0465,0.0693,25176,16906,10900,0.9068,0.2683,0.7944,0.9363,0.0508,4.7,20500,22165,14000,0.939999998,0.50999999,20.18000031,79614.32,62086,9.010000229,643,7763,58900,48600
The University of Texas at Dallas,3,4,Public,Southwest,Mid-size City,0.5857,13042,22381,28,1262,0.4035,0.0636,0.1677,0.265,0.0021,0.002,0.0389,0.0432,0.185,22381,9848,12416,0.7285,0.354,0.6291,0.8811,0.2376,7.2,15080.5,19500,10250,0.899999976,0.550000012,23.36000061,54836.23,39445.5,6.309999943,275,2379,51200,46800
Missouri University of Science and Technology,3,4,Public,Great Plains,Remote Town,0.8215,6064,22102,28,1263,0.7899,0.0435,0.0244,0.0242,0.004,0.0016,0.0198,0.0576,0.1039,22102,13510,9931,0.764,0.2587,0.6257,0.8262,0.069,3.8,18843,25000,11168.5,0.959999979,0.479999989,20.45000076,76783.85,71244,7.309999943,82,1181,60800,61200
University of Wisconsin-Madison,3,4,Public,Great Lakes,Mid-size City,0.6792,29504,23718,28,1268,0.7713,0.0215,0.0459,0.0551,0.0022,0.0012,0.0264,0.0725,0.0448,23718,14278,10758,0.972,0.1501,0.8284,0.9517,0.0554,1.6,21000,23000,13000,0.939999998,0.349999994,20.25,95485.12,87726,4.840000153,364,5177,57000,48200
University of Minnesota-Twin Cities,3,4,Public,Great Plains,Large City,0.4442,30271,24278,28,1270,0.7147,0.0381,0.0302,0.0858,0.0028,0.0007,0.033,0.0873,0.0794,24278,13003,10892,0.8394,0.2169,0.754,0.9022,0.1111,3.6,18822,21500,12750,0.949999988,0.400000006,20.87000084,80969.01,72908.5,5.320000172,600,7705,49500,43300
Trinity University,3,4,Private,Southwest,Large City,0.6393,2127,46274,29,1270,0.559,0.0362,0.1707,0.0644,0.0024,0.0005,0.0381,0.0686,0.0108,46274,14743,9715,0.7911,0.1549,0.8162,0.9563,0.0116,2.7,18500,21630,9500,0.980000019,0.280000001,19.56999969,112397.83,101012.5,6.75,37,457,54600,49600
University of Florida,3,4,Public,Southeast,Mid-size City,0.4655,32346,20456,29,1272,0.5843,0.074,0.1902,0.0754,0.0026,0.007,0.0282,0.0105,0.0709,20456,15167,10498,0.853,0.3207,0.8654,0.9646,0.0561,3.6,14546,15132.5,10250,0.850000024,0.600000024,20.48999977,64142.77,45776.5,8.729999542,627,6609,54600,46600
SUNY College at Geneseo,3,4,Public,Mid-Atlantic,Distant Town,0.4566,5463,21004,28,1274,0.7516,0.0291,0.0619,0.0659,0.0022,0.0007,0.0245,0.0238,0.0207,21004,10011,7177,0.7188,0.2269,0.7794,0.9025,0.0242,2,18500,20500,13200,0.959999979,0.389999986,19.81999969,89014.11,84076,6.329999924,82,1560,44500,42500
University of California-San Diego,3,4,Public,Far West,Large City,0.375,23792,29751,28,1276,0.2357,0.0119,0.1581,0.4011,0.0013,0.0041,0.0476,0.1181,0.0271,29751,22757,13126,0.8344,0.4274,0.858,0.942,0.0605,2.9,18463,19266,15116,0.889999986,0.660000026,20.20000076,58621.21,41248,8.680000305,517,4204,56800,50100
Brigham Young University-Provo,3,4,Private,Rocky Mountains,Mid-size City,0.4942,27765,17174,29,1277,0.8344,0.0047,0.0554,0.0198,0.0041,0.006,0.031,0.0323,0.0966,17174,13268,9649,0.7409,0.3578,0.7797,0.8461,0.122,1.3,9260.5,11000,7400,0.540000021,0.889999986,21.70000076,42156.62,20347,8.039999962,2217,6090,55500,47400
Boston University,3,4,Private,New England,Large City,0.4561,16460,59036,28,1279,0.4733,0.0323,0.0928,0.1326,0.0007,0.001,0.0376,0.1586,0.0258,59036,27281,12360,0.6283,0.1487,0.8448,0.9279,0.0317,2,25500,27000,15562.5,0.980000019,0.25,19.95000076,106244,91507,5.769999981,334,4062,60000,53600
University of Tulsa,3,4,Private,Southwest,Large City,0.4059,3394,46560,29,1279,0.5524,0.0451,0.0418,0.0327,0.0392,0.0012,0.0171,0.2563,0.0359,46560,16047,9672,0.7755,0.1557,0.6882,0.9034,0.0595,7.2,20500,25000,11000,0.939999998,0.460000008,21.12000084,79960.34,64324,7.329999924,65,688,50700,41400
Lewis & Clark College,3,4,Private,Far West,Large City,0.6285,1985,53455,29,1279,0.6479,0.0217,0.0841,0.0605,0.0141,0.003,0.0076,0.0494,0.0101,53455,14496,9221,0.5422,0.2135,0.7451,0.8623,0.0108,1.9,19115,22389.5,10500,0.980000019,0.270000011,20.96999931,83576.98,67573,6.480000019,50,482,42500,37600
Gettysburg College,3,3,Private,Mid-Atlantic,Small City,0.4163,2520,55770,28,1282,0.8175,0.0274,0.0444,0.0143,0,0,0.025,0.0246,0.0028,55770,15043,9257,0.7543,0.1404,0.8357,0.8817,0.0024,2.6,19957,22227,7000,0.980000019,0.239999995,19.34000015,131825.39,107490,4.550000191,39,586,51400,46200
Lafayette College,3,3,Private,Mid-Atlantic,Large Suburb,0.3414,2452,57688,29,1283,0.6782,0.051,0.06,0.0298,0.0012,0.0004,0.0228,0.06,0.0069,57688,20383,10996,0.8571,0.1065,0.8832,0.9126,0.006,1.6,21648,24338,6500,0.959999979,0.230000004,19.31999969,122599.26,107123,5.199999809,30,390,69500,62400
Dickinson College,3,3,Private,Mid-Atlantic,Small City,0.4444,2352,58149,29,1285,0.7615,0.0361,0.0574,0.0238,0.0004,0,0.0306,0.0723,0.0055,58149,17811,8726,0.7993,0.1215,0.8562,0.8985,0.0054,1.7,19545,21000,7500,0.99000001,0.270000011,19.36000061,119315.61,100478,6.039999962,53,430,53500,48700
Ohio State University-Main Campus,3,4,Public,Great Lakes,Large City,0.5553,43139,24524,29,1289,0.7233,0.0598,0.0338,0.0539,0.0016,0.0006,0.0263,0.0743,0.0756,24524,16161,11284,0.6513,0.2224,0.8323,0.9245,0.0844,7.1,17000,22250,9500,0.930000007,0.5,21.04000092,75442.68,65600.5,6.510000229,1032,11887,43800,38900
University of California-Los Angeles,3,4,Public,Far West,Large City,0.2199,28667,31474,28,1289,0.2859,0.0261,0.1842,0.3099,0.0012,0.0036,0.0482,0.1176,0.0206,31474,38489,15089,0.7082,0.3624,0.9031,0.9626,0.0532,2.2,15200,15900,13244.5,0.860000014,0.660000026,20.92000008,54271.79,34557.5,10.07999992,693,5287,60000,51000
St Olaf College,3,3,Private,Great Plains,Distant Town,0.5919,3079,50550,29,1290,0.7843,0.0146,0.0442,0.052,0.0013,0,0.0373,0.0575,0.0026,50550,16054,8527,0.7032,0.1489,0.8708,0.9352,0.0038,1.6,25000,26531,12000,0.99000001,0.25,19.44000053,118248.44,98006,4.489999771,55,668,46000,40200
Santa Clara University,3,4,Private,Far West,Mid-size City,0.5122,5404,57213,29,1294,0.4785,0.0298,0.1745,0.144,0.0013,0.0024,0.0661,0.0298,0.0167,57213,10783,11662,0.6019,0.1389,0.8401,0.9498,0.0153,2.9,19500,20500,15291,0.949999988,0.330000013,19.95000076,120161.97,100259,5.46999979,84,953,69200,61500
SUNY at Binghamton,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.4287,12940,21966,29,1297,0.5386,0.0504,0.0955,0.1413,0.0011,0.0005,0.0238,0.1123,0.0303,21966,10953,9059,0.6962,0.269,0.8077,0.9074,0.0415,3.5,17750,20500,11625,0.939999998,0.529999971,20.30999947,75078.96,57865.5,8.779999733,252,2789,55900,52100
George Washington University,3,4,Private,Mid-Atlantic,Large City,0.3308,10121,58925,29,1297,0.6026,0.0653,0.0739,0.0948,0.002,0.0007,0.033,0.0879,0.0589,58925,19705,13058,0.4853,0.1356,0.8083,0.9226,0.0783,1.4,22723,25175,13500,0.99000001,0.270000011,20.29999924,105732.4,85746,5.539999962,198,1956,69400,60100
Colorado School of Mines,3,4,Public,Rocky Mountains,Large Suburb,0.3743,4197,29091,29,1298,0.7529,0.0117,0.0803,0.0467,0.0019,0.0002,0.0422,0.0434,0.0407,29091,13498,10579,0.8575,0.1754,0.6969,0.9189,0.0711,1.9,22625,26025,11700,0.949999988,0.430000007,20.02000046,83465.13,74554,5.170000076,52,669,78700,73000
Southern Methodist University,3,4,Private,Southwest,Large Suburb,0.507,6295,57947,29,1302,0.6556,0.055,0.1172,0.0672,0.0043,0.0011,0.0295,0.0667,0.0284,57947,15884,11283,0.6428,0.1735,0.7902,0.8891,0.0382,4,19000,22500,11000,0.949999988,0.409999996,21.15999985,95228.81,63543.5,6.380000114,148,1304,59900,50400
University of Illinois at Urbana-Champaign,3,4,Public,Great Lakes,Small City,0.6239,31663,28564,29,1303,0.5315,0.0554,0.0825,0.1518,0.0006,0.0015,0.0253,0.1462,0.0169,28564,13674,11576,0.7194,0.2019,0.838,0.9306,0.0207,3.5,19399,20950,11566,0.949999988,0.379999995,19.67000008,93333.2,85462,5.599999905,414,5864,56900,50700
Occidental College,3,4,Private,Far West,Large City,0.4239,2101,60655,29,1303,0.515,0.0447,0.158,0.1285,0.0024,0.0019,0.0909,0.0371,0.0057,60655,16465,10402,0.7273,0.2131,0.8777,0.9302,0.0042,2.2,20900,21500,12000,0.920000017,0.430000007,19.61000061,86871.68,67714.5,8.569999695,43,385,46300,41100
Stevens Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.3816,2662,59479,30,1305,0.6059,0.0248,0.0905,0.0962,0.0004,0,0,0.0421,0.0004,59479,14918,9474,1,0.217,0.7861,0.9625,0.0134,2.6,26500,27000,25000,0.980000019,0.340000004,19.54000092,99419.73,87408,5.679999828,31,498,78600,79200
Bucknell University,3,4,Private,Mid-Atlantic,Distant Town,0.2951,3498,59090,30,1306,0.787,0.0323,0.0523,0.0366,0.0003,0,0.032,0.0529,0.0029,59090,19054,10168,0.9671,0.1061,0.9076,0.941,0.0065,1.3,25000,27000,13650.5,0.99000001,0.280000001,19.42000008,121378.65,102976,4.769999981,31,627,62200,54800
University of Maryland-College Park,3,4,Public,Mid-Atlantic,Large Suburb,0.4699,26045,22933,0,1310,0.5368,0.1249,0.0887,0.1557,0.0012,0.0008,0.0362,0.0304,0.0632,22933,12725,11628,0.7713,0.1907,0.8406,0.9468,0.0734,2.8,17500,19500,14000,0.899999976,0.430000007,20.31999969,91124.17,75194,4.429999828,436,4844,58700,54400
Rose-Hulman Institute of Technology,3,4,Private,Great Lakes,Small City,0.5622,2165,55413,30,1310,0.7755,0.0245,0.0286,0.037,0.0018,0.0018,0.0346,0.0924,0.0065,55413,20879,8411,0.9053,0.1839,0.7284,0.9123,0.01,2.4,26000,27000,10467.5,0.980000019,0.300000012,19.5,105688.73,91307,5.480000019,33,553,72500,71300
University of North Carolina at Chapel Hill,3,4,Public,Southeast,Small City,0.2759,17882,23069,30,1313,0.6632,0.0838,0.0707,0.0884,0.0048,0.0014,0.0373,0.0247,0.0203,23069,25891,11392,0.8575,0.2053,0.9002,0.9609,0.0428,2.3,15000,15906,11666.5,0.889999986,0.430000007,20.62999916,80815.19,64969.5,7.010000229,259,2897,59700,48000
University of Richmond,3,4,Private,Southeast,Mid-size City,0.3116,3107,55980,30,1313,0.5845,0.0766,0.0705,0.0557,0.0026,0.0003,0.0348,0.0882,0.057,55980,18204,10983,0.6464,0.2005,0.8502,0.9373,0.0703,1.7,18370,19500,10250,0.970000029,0.230000004,22.28000069,109334.2,90735.5,4.789999962,44,639,61800,51500
Villanova University,3,4,Private,Mid-Atlantic,Large Suburb,0.489,6856,56265,30,1316,0.7598,0.0449,0.071,0.0674,0,0.0006,0.0226,0.0176,0.0462,56265,15426,10425,0.6358,0.1156,0.9008,0.9402,0.064,2,25000,27000,17750,0.980000019,0.239999995,20.02000046,130737.82,112696,4.460000038,95,1555,70500,65100
Wheaton College,3,4,Private,Great Lakes,Large Suburb,0.6871,2415,41394,30,1318,0.7822,0.0215,0.0493,0.082,0.0008,0,0.0451,0.0186,0.0161,41394,14865,8328,0.6603,0.2097,0.8672,0.9447,0.0086,1.2,21179,23000,13750,0.959999979,0.349999994,19.52000046,99339.64,83641,4.840000153,61,486,43700,39700
Lehigh University,3,4,Private,Mid-Atlantic,Small City,0.3084,4904,55441,30,1322,0.6876,0.0336,0.0805,0.0695,0.0006,0,0.0269,0.0681,0.0126,55441,19955,12344,0.812,0.1472,0.8584,0.9392,0.0057,0.9,22500,24750,13000,0.99000001,0.25999999,19.32999992,125770.36,102543,4.039999962,58,964,77100,68600
Colorado College,3,4,Private,Rocky Mountains,Large City,0.2228,2025,54200,30,1323,0.6963,0.0212,0.0884,0.0435,0.0044,0,0.0785,0.0612,0,54200,20972,10886,0.8605,0.0983,0.8721,0.9608,0.0034,3,17255,18049.5,12000,0.899999976,0.370000005,20.12999916,100140.33,73379,6.360000134,35,284,39400,34400
Kenyon College,3,3,Private,Great Lakes,Distant Town,0.3838,1694,57910,30,1328,0.7568,0.0325,0.0549,0.0561,0.0059,0,0.0189,0.0437,0,57910,19725,8924,0.9583,0.1026,0.8908,0.9574,0.0035,1.5,16491,18304.5,10000,0.970000029,0.239999995,19.48999977,124272.54,110054,5.610000134,18,222,40400,37400
University of Miami,3,4,Private,Southeast,Large Suburb,0.4044,11246,57700,30,1332,0.4302,0.0728,0.2171,0.0538,0.0015,0.0012,0.0268,0.1344,0.0648,57700,28251,11115,0.7471,0.1855,0.8169,0.9134,0.0584,2.8,18750,21250,12250,0.949999988,0.409999996,20.87000084,86177.73,59417,7.820000172,276,2452,60800,51100
Bryn Mawr College,3,4,Private,Mid-Atlantic,Large Suburb,0.3992,1316,57586,30,1334,0.3739,0.0517,0.095,0.1079,0.0015,0,0.0448,0.2249,0.0038,57586,30846,9775,0.8403,0.1861,0.8409,0.9068,0.0226,1.8,22650,25000,12000,0.99000001,0.310000002,20.48999977,91611.46,70896,6.710000038,44,264,48200,46800
Barnard College,3,3,Private,Mid-Atlantic,Large City,0.2053,2486,59581,30,1340,0.5688,0.0535,0.1114,0.1456,0.0008,0,0.0503,0.0696,0.0105,59581,21351,11888,0.6053,0.1841,0.8966,0.9764,0.0048,2.4,16000,17493,9750,0.939999998,0.439999998,19.23999977,105139.12,77701,8.739999771,29,305,55100,46900
Tulane University of Louisiana,3,4,Private,Southeast,Large City,0.2643,8290,58904,31,1341,0.718,0.0901,0.0585,0.0364,0.0039,0.0008,0.0293,0.0303,0.2175,58904,21299,10880,0.774,0.1617,0.7602,0.9049,0.1571,5.5,20001,27000,10500,0.959999979,0.310000002,22.81999969,78916.25,45863.5,9.210000038,217,1867,63600,51200
Colby College,3,3,Private,New England,Remote Town,0.2604,1820,57300,30,1343,0.5967,0.033,0.0626,0.0544,0.0005,0,0.0478,0.0841,0,57300,20179,11329,0.8482,0.1079,0.9251,0.931,0.0005,2.5,18500,19461,6000,0.959999979,0.239999995,19.38999939,124510.95,104003,5.710000038,23,271,57000,45700
Brandeis University,3,4,Private,New England,Small City,0.3704,3603,58850,30,1347,0.501,0.0516,0.0655,0.1243,0.0006,0,0.028,0.1482,0.0017,58850,14309,11328,0.6667,0.1781,0.8959,0.9303,0.0077,2.4,26000,27000,12000,0.99000001,0.310000002,19.48999977,113024.02,97995,5.699999809,64,605,54600,47400
University of California-Berkeley,3,4,Public,Far West,Mid-size City,0.18,25951,32715,30,1350,0.2857,0.0221,0.132,0.3494,0.0012,0.0028,0.0453,0.1313,0.0282,32715,18072,14652,0.7304,0.3237,0.9103,0.9637,0.0621,3.8,14480,14667,14147,0.839999974,0.670000017,20.78000069,60121.12,39266,8.56000042,692,4340,62500,53000
Macalester College,3,3,Private,Great Plains,Large City,0.3416,2029,55393,31,1350,0.6654,0.0266,0.0616,0.0705,0.001,0,0.0517,0.1232,0.0094,55393,17781,9450,0.7895,0.172,0.8742,0.9513,0.001,1.6,21996.5,23501.5,13717.5,0.99000001,0.319999993,19.37999916,93155.63,85439.5,6.03000021,35,308,45600,38900
University of Michigan-Ann Arbor,3,4,Public,Great Lakes,Mid-size City,0.3326,28077,25760,30,1352,0.6272,0.0436,0.0412,0.1222,0.0016,0.0004,0.031,0.0667,0.0302,25760,22051,10509,0.8026,0.157,0.8997,0.9688,0.0198,2.1,21000,22000,15000,0.959999979,0.300000012,20.87999916,87306.5,69630,5.889999866,388,4565,65900,53400
New York University,3,4,Private,Mid-Atlantic,Large City,0.2605,22172,60059,30,1352,0.3837,0.0467,0.1052,0.1837,0.0024,0.0009,0.0346,0.1363,0.0492,60059,28606,13434,0.4045,0.1987,0.8331,0.925,0.0622,2.5,21500,23250,15775,0.970000029,0.370000005,20.72999954,99964.68,74827,7.400000095,579,4758,64600,52500
Georgia Institute of Technology-Main Campus,3,4,Public,Southeast,Large City,0.5493,13975,21980,30,1352,0.553,0.0628,0.065,0.175,0.0013,0.0009,0.0323,0.1048,0.056,21980,13939,11230,0.9568,0.1932,0.8219,0.9552,0.0437,2.5,20750,22750,14000,0.920000017,0.419999987,20.03000069,94533.48,82697,6.269999981,154,2243,69300,65700
University of Rochester,3,4,Private,Mid-Atlantic,Mid-size City,0.3568,6047,59156,31,1353,0.5361,0.0475,0.0567,0.1052,0.0026,0.0008,0.0278,0.1507,0.0377,59156,29937,12762,0.9527,0.1844,0.8518,0.9605,0.0614,2.5,24325.5,26000,13500,0.99000001,0.300000012,20.23999977,97862.81,85192,6.260000229,79,996,59500,50200
Davidson College,3,3,Private,Southeast,Large Suburb,0.2561,1782,54930,31,1353,0.6874,0.0735,0.0623,0.0477,0.0062,0,0.0376,0.0533,0,54930,17631,11706,0.9355,0.1313,0.9246,0.9571,0,2.2,15750,16662.5,8750,0.949999988,0.25,19.45999908,118112.31,111520,6.369999886,19,178,55100,47900
Oberlin College,3,4,Private,Great Lakes,Fringe Town,0.3041,2894,59683,30,1354,0.6952,0.0549,0.0729,0.0422,0.001,0.0003,0.0546,0.0681,0.0135,59683,27620,9872,0.8982,0.1072,0.8857,0.9341,0.0021,2,23250,25217,12375,0.99000001,0.280000001,19.36000061,112508.35,97279,6.400000095,76,491,36700,33200
Grinnell College,3,3,Private,Great Plains,Remote Town,0.3506,1661,53318,30,1357,0.5798,0.059,0.0837,0.0753,0.0018,0,0.0427,0.1264,0.0012,53318,23516,9129,0.8313,0.2097,0.8568,0.9324,0.0017,3,10022.5,10775,7950,0.949999988,0.349999994,19.37999916,98649.16,88440,6.889999866,26,240,47100,37600
College of William and Mary,3,4,Public,Southeast,Small Suburb,0.3321,6235,25938,30,1358,0.595,0.0714,0.0914,0.0682,0.0019,0.0008,0.0472,0.0419,0.0074,25938,13265,10253,0.8087,0.1175,0.8993,0.9562,0.0196,0.9,19500,20785.5,12000,0.939999998,0.300000012,19.95999908,112915,98940,4.800000191,81,868,57400,48800
University of Virginia-Main Campus,3,4,Public,Southeast,Small City,0.2999,15020,25255,31,1362,0.607,0.063,0.0579,0.1224,0.0013,0.0003,0.0429,0.0565,0.0383,25255,16577,12428,0.9466,0.1205,0.9307,0.97,0.0566,1.7,17746,19500,11921,0.930000007,0.289999992,20.37999916,100872.78,84687,5.639999866,151,1870,66300,53600
Emory University,3,4,Private,Southeast,Large Suburb,0.2633,7705,58180,31,1363,0.4048,0.0924,0.0623,0.2204,0.0014,0.0001,0.0278,0.1508,0.0127,58180,33796,12133,0.6792,0.2192,0.8961,0.9438,0.031,2.4,19000,19500,12000,0.970000029,0.319999993,21.20000076,95403.45,64962,6.059999943,104,1047,72500,56900
Rensselaer Polytechnic Institute,3,4,Private,Mid-Atlantic,Small City,0.412,5379,59470,29,1366,0.6492,0.0232,0.0682,0.0996,0.0011,0.0006,0.0625,0.0736,0.0004,59470,20550,12145,0.8304,0.166,0.8494,0.9351,0.0182,1.9,27000,27835.5,12000,0.99000001,0.310000002,19.71999931,102722.37,94717.5,5.860000134,99,1473,71900,70100
Colgate University,3,4,Private,Mid-Atlantic,Distant Town,0.2638,2872,57745,31,1370,0.6779,0.0425,0.0787,0.0327,0.0021,0.0014,0.0359,0.0843,0.0003,57745,21634,10985,1,0.1154,0.9086,0.9312,0.0014,2.7,15062.5,15625,7750,0.970000029,0.330000013,19.29000092,110016.68,91654,6.630000114,37,409,61700,53400
Reed College,3,4,Private,Far West,Large City,0.4853,1351,57701,31,1371,0.6077,0.0163,0.1081,0.0511,0.0015,0,0.0807,0.0607,0.0052,57701,20261,10092,1,0.1718,0.819,0.9406,0.0143,2.3,15500,16098.5,8914,0.959999979,0.409999996,19.69000053,90869.88,69123.5,7.170000076,26,163,36000,28400
Boston College,3,4,Private,New England,Small City,0.3222,9465,58639,32,1375,0.5797,0.0432,0.1055,0.0937,0.0007,0.0003,0.028,0.052,0.0127,58639,18302,13355,0.603,0.1371,0.913,0.9484,0.024,1.4,19000,19000,12042,0.99000001,0.230000004,20.60000038,103787.15,81102,5.929999828,186,2231,78700,61800
